,Threshold,Feature,Direction,Alpha
0,100.0,12.0,1.0,1.204542867579799
1,48.0,15.0,1.0,0.8143002562354293
2,75.0,1.0,-1.0,0.4939300481651078
3,64.0,10.0,-1.0,0.37320245159042675
4,98.0,4.0,1.0,0.37964707095404493
5,13.0,15.0,1.0,0.4686547562639727
6,56.0,0.0,1.0,0.37116958764787567
7,38.0,14.0,-1.0,0.39754235346826156
8,2.0,10.0,-1.0,0.2807088362672827
9,38.0,2.0,1.0,0.29458348908626436
10,17.0,15.0,1.0,0.28113229779090493
11,74.0,7.0,1.0,0.3152113662719862
12,62.0,15.0,1.0,0.3432110537961941
13,27.0,7.0,1.0,0.33698789778901117
14,68.0,15.0,1.0,0.2432938652002441
15,92.0,5.0,1.0,0.2585044162657557
16,68.0,8.0,-1.0,0.301055195944887
17,52.0,14.0,-1.0,0.218488432363604
18,54.0,10.0,-1.0,0.2306552869765846
19,85.0,1.0,-1.0,0.24127467165295632
20,68.0,12.0,1.0,0.24293710944776128
21,39.0,11.0,-1.0,0.21043245171980482
22,43.0,15.0,1.0,0.24112113254088588
23,51.0,1.0,-1.0,0.29805157316299424
24,26.0,15.0,1.0,0.19620859381153596
25,16.0,14.0,-1.0,0.2552688440911412
26,71.0,10.0,-1.0,0.26154078739088926
27,100.0,10.0,1.0,0.21379978070700772
28,29.0,0.0,1.0,0.2424773789844446
29,32.0,9.0,1.0,0.18225589152287494
30,36.0,15.0,1.0,0.22723575720624278
31,34.0,7.0,1.0,0.18573513369308553
32,69.0,15.0,1.0,0.17521356338518349
33,1.0,13.0,-1.0,0.17896519620637996
34,13.0,15.0,1.0,0.1993053907588167
35,100.0,5.0,1.0,0.18557971936516351
36,74.0,10.0,-1.0,0.18593028501087433
37,52.0,14.0,-1.0,0.22581407182305457
38,100.0,3.0,1.0,0.19467942407948174
39,50.0,15.0,1.0,0.2300722956286642
40,42.0,11.0,-1.0,0.17239017200587678
41,64.0,3.0,-1.0,0.20316798656656018
42,59.0,8.0,-1.0,0.1688942027661928
43,63.0,1.0,-1.0,0.15438915643884932
44,39.0,0.0,1.0,0.18382108076565282
45,12.0,6.0,1.0,0.19534273683110712
46,100.0,13.0,1.0,0.16983469407324744
47,42.0,11.0,-1.0,0.15841670315624132
48,52.0,14.0,-1.0,0.16745720259960248
49,55.0,15.0,1.0,0.14098066712551577
50,62.0,4.0,1.0,0.18192154366332014
51,18.0,10.0,-1.0,0.15007808311494472
52,44.0,12.0,1.0,0.13826732224917737
53,79.0,1.0,-1.0,0.16108135354201886
54,20.0,0.0,1.0,0.14214218138417448
55,11.0,11.0,-1.0,0.14157703766302934
56,13.0,15.0,1.0,0.1528166339259737
57,100.0,5.0,1.0,0.17881720695115022
58,53.0,15.0,1.0,0.16592233992567387
59,35.0,9.0,1.0,0.1388193470402712
