,Threshold,Feature,Direction,Alpha
0,1.0,1.0,-1.0,1.137035404715284
1,49.0,9.0,1.0,0.9176276933089765
2,56.0,0.0,1.0,0.6979082080023723
3,68.0,7.0,1.0,0.642415418844332
4,98.0,10.0,1.0,0.533770483017873
5,64.0,9.0,1.0,0.38104720078892157
6,2.0,13.0,-1.0,0.44098982257784386
7,37.0,0.0,1.0,0.4052142501884909
8,52.0,11.0,1.0,0.4404158720722342
9,76.0,7.0,1.0,0.34843049785114805
10,75.0,0.0,1.0,0.34144781663311335
11,57.0,7.0,1.0,0.27212419127444293
12,26.0,8.0,-1.0,0.3403592859266917
13,73.0,10.0,1.0,0.3348756859592115
14,5.0,14.0,-1.0,0.24336655214306882
15,66.0,9.0,1.0,0.2673298924523257
16,9.0,8.0,-1.0,0.24338836793170107
17,12.0,0.0,1.0,0.2542707953821147
18,88.0,1.0,-1.0,0.23333326506305666
19,95.0,11.0,1.0,0.18994417409523776
20,50.0,7.0,1.0,0.2539883454535874
21,99.0,11.0,1.0,0.1987456599278891
22,59.0,1.0,1.0,0.2899845252138759
23,1.0,1.0,-1.0,0.18539184444678236
24,57.0,9.0,1.0,0.20880264151189865
25,86.0,10.0,1.0,0.22448970691579828
26,19.0,8.0,-1.0,0.19378462617317743
27,28.0,5.0,1.0,0.22833383194367363
28,99.0,11.0,1.0,0.18261654781314374
29,44.0,0.0,1.0,0.2241190763593346
30,27.0,4.0,1.0,0.1814468478327642
31,73.0,8.0,1.0,0.17136273989657094
32,75.0,6.0,-1.0,0.1992384839021079
33,69.0,11.0,1.0,0.20649783210832018
34,60.0,5.0,1.0,0.18246069782443877
35,60.0,13.0,1.0,0.19524780760696395
36,61.0,7.0,1.0,0.18650081428375645
37,92.0,5.0,-1.0,0.1671521208187516
38,8.0,8.0,-1.0,0.1994917971019329
39,57.0,10.0,1.0,0.20273184317716023
40,95.0,11.0,1.0,0.15151439753566723
41,66.0,5.0,1.0,0.185953415830255
42,32.0,13.0,1.0,0.1355110260279822
43,27.0,0.0,1.0,0.16888027821778212
44,57.0,9.0,1.0,0.1526164442238055
45,1.0,1.0,-1.0,0.18336603459311435
46,65.0,1.0,1.0,0.18164555284120093
47,83.0,1.0,-1.0,0.14617013434654264
48,8.0,13.0,-1.0,0.14259028247882718
49,72.0,7.0,1.0,0.15324484497114524
50,53.0,11.0,1.0,0.1516430917009329
51,68.0,0.0,1.0,0.15786211524290572
52,91.0,9.0,-1.0,0.16642697918226246
53,1.0,1.0,-1.0,0.16544319686703018
54,55.0,7.0,1.0,0.16997480469395662
55,60.0,13.0,1.0,0.15026826244970298
56,45.0,1.0,1.0,0.16904330094580203
57,93.0,10.0,1.0,0.15203130022737724
58,79.0,5.0,-1.0,0.14005086280074147
59,78.0,7.0,1.0,0.13989876085686148
