,Threshold,Feature,Direction,Alpha
0,100.0,15.0,1.0,1.2058670219491705
1,86.0,2.0,1.0,0.49139009980284193
2,56.0,12.0,-1.0,0.476944329451644
3,35.0,6.0,-1.0,0.46051228790930315
4,43.0,8.0,-1.0,0.33755607116754294
5,17.0,13.0,-1.0,0.3991964949954839
6,88.0,13.0,1.0,0.43942092957852846
7,74.0,12.0,-1.0,0.4159389566765171
8,43.0,9.0,1.0,0.3740864408607174
9,85.0,15.0,1.0,0.37173100258891745
10,85.0,1.0,1.0,0.38460906267194983
11,14.0,13.0,-1.0,0.3445942526189874
12,83.0,13.0,1.0,0.29390936617495483
13,83.0,5.0,1.0,0.28580630608685337
14,49.0,12.0,-1.0,0.3117738294372646
15,68.0,6.0,-1.0,0.3619595349036977
16,82.0,15.0,1.0,0.23023454927556466
17,34.0,9.0,1.0,0.25635924473154637
18,97.0,14.0,1.0,0.2342060851703719
19,7.0,14.0,-1.0,0.22811656415912865
20,69.0,8.0,-1.0,0.2559802048058958
21,92.0,0.0,1.0,0.2510204500793734
22,20.0,11.0,1.0,0.2472219425782159
23,7.0,13.0,-1.0,0.22214184085976585
24,33.0,11.0,1.0,0.21745714447517928
25,45.0,12.0,-1.0,0.18882329892439714
26,95.0,3.0,1.0,0.19376806491033882
27,82.0,15.0,1.0,0.17999105112302313
28,87.0,12.0,-1.0,0.2248838255752004
29,75.0,2.0,1.0,0.22151033873656048
30,79.0,1.0,1.0,0.1827280537723244
31,85.0,14.0,1.0,0.2013885173656361
32,5.0,13.0,-1.0,0.2137430326499778
33,36.0,11.0,1.0,0.18094838788527304
34,48.0,4.0,-1.0,0.20138425412728292
35,15.0,13.0,-1.0,0.1521718483604052
36,25.0,11.0,1.0,0.17864586241118913
37,64.0,9.0,-1.0,0.13066893652553133
38,9.0,6.0,-1.0,0.18234870430747002
39,65.0,12.0,-1.0,0.18163863705916775
40,92.0,2.0,1.0,0.16829495405067943
41,64.0,9.0,-1.0,0.13094138420572343
42,78.0,0.0,1.0,0.15748447628290577
43,82.0,13.0,1.0,0.17599476312604012
44,29.0,5.0,1.0,0.17898188526567688
45,91.0,5.0,1.0,0.21744680651683712
46,82.0,13.0,1.0,0.1474259791783039
47,15.0,13.0,-1.0,0.17550972648483457
48,77.0,1.0,1.0,0.170728975318706
49,74.0,13.0,1.0,0.173256116112388
50,3.0,14.0,-1.0,0.16828176774804335
51,71.0,14.0,1.0,0.14695304556912125
52,87.0,3.0,1.0,0.1478283034939698
53,42.0,11.0,1.0,0.13630579067999635
54,51.0,6.0,-1.0,0.1405782734476302
55,45.0,12.0,-1.0,0.12015456380139353
56,65.0,10.0,1.0,0.12666367683669008
57,61.0,8.0,-1.0,0.13063301098951208
58,72.0,0.0,1.0,0.12517204253362954
59,87.0,12.0,-1.0,0.12758183034309264
