,Threshold,Feature,Direction,Alpha
0,0.15999999999999998,35.0,-1.0,1.354862972552789
1,8.08,0.0,1.0,1.0705828004314637
2,2.1000000000000005,32.0,1.0,0.9105069038825991
3,1.1199999999999999,27.0,-1.0,0.7690273824747802
4,8.16,20.0,1.0,0.8751332920820172
5,0.15999999999999998,26.0,-1.0,0.6006717834300922
6,12.16,40.0,1.0,0.5149504295442249
7,4.16,29.0,1.0,0.5248100791887846
8,15.04,11.0,1.0,0.5472212326855987
9,9.12,48.0,1.0,0.5254468328492001
10,14.08,25.0,1.0,0.39010776414166387
11,7.04,42.0,-1.0,0.46694578812258364
12,2.08,21.0,1.0,0.44723844876356955
13,0.15999999999999998,27.0,-1.0,0.392414358597493
14,15.04,28.0,1.0,0.3763590305103807
15,7.04,40.0,1.0,0.4617778024279804
16,5.12,41.0,-1.0,0.4520000902638685
17,8.08,0.0,1.0,0.4303841794961744
18,5.12,20.0,1.0,0.45838060871924663
19,15.04,33.0,1.0,0.44176721636669475
20,6.08,40.0,1.0,0.37212893770799604
21,0.15999999999999998,34.0,-1.0,0.41987133596337034
22,2.08,56.0,-1.0,0.3662405195210449
23,15.04,11.0,1.0,0.3435093223589128
24,12.16,17.0,1.0,0.3816664612552463
25,2.08,29.0,1.0,0.31469617122249804
26,0.15999999999999998,18.0,-1.0,0.39927864455892903
27,6.08,40.0,1.0,0.44644497345049455
28,13.12,20.0,1.0,0.38761089974038104
29,10.08,36.0,-1.0,0.3990949425069138
30,15.04,43.0,1.0,0.367645094801781
31,7.04,42.0,-1.0,0.40011606802521815
32,4.16,26.0,-1.0,0.4032269939095112
33,2.08,56.0,-1.0,0.3345302865928484
34,10.08,3.0,-1.0,0.3063236327586537
35,3.04,12.0,1.0,0.3706325029419854
36,8.08,0.0,1.0,0.4280603405218661
37,7.04,40.0,1.0,0.45757769653896024
38,7.000000000000001,37.0,1.0,0.39901440508787134
39,7.04,59.0,-1.0,0.3304565919078198
40,10.08,24.0,1.0,0.36122648790184664
41,7.04,27.0,-1.0,0.41001697430012757
42,7.04,41.0,-1.0,0.3566115514161074
43,1.1199999999999999,2.0,-1.0,0.40443469978687074
44,5.12,48.0,1.0,0.3855526824821797
45,4.16,20.0,1.0,0.39238187075113107
46,8.08,0.0,1.0,0.4649088453129344
47,7.04,33.0,1.0,0.3742923256949157
48,15.04,11.0,1.0,0.3356939185295698
49,7.04,35.0,-1.0,0.33999182840554215
50,6.08,24.0,1.0,0.3281801211266106
51,6.08,19.0,-1.0,0.40665259630529005
52,4.16,20.0,1.0,0.34275292135726526
53,8.08,0.0,1.0,0.4482281966362679
54,10.08,34.0,-1.0,0.3665123692850496
55,5.12,18.0,-1.0,0.306123621447329
56,7.04,49.0,1.0,0.3089140795268265
57,15.04,51.0,1.0,0.31269999139809457
58,6.08,40.0,1.0,0.2854156709434539
59,8.08,0.0,1.0,0.3245529790720561
