,Threshold,Feature,Direction,Alpha
0,1.1199999999999999,35.0,-1.0,1.6270898266195224
1,7.04,3.0,-1.0,1.4481254085902662
2,1.1199999999999999,29.0,1.0,1.2177891441415905
3,0.15999999999999998,26.0,-1.0,1.440595532065501
4,2.08,24.0,1.0,1.0014665975020887
5,10.08,40.0,1.0,0.9217808445280735
6,9.12,12.0,1.0,1.178838508314793
7,0.15999999999999998,27.0,-1.0,0.9803987259637018
8,4.16,19.0,1.0,1.3221081207309664
9,15.04,17.0,1.0,0.852109078578029
10,13.12,2.0,1.0,0.7342107681110768
11,0.15999999999999998,26.0,-1.0,0.698146615778123
12,3.08,37.0,1.0,0.820175101821901
13,1.1199999999999999,21.0,1.0,0.7326057609858767
14,8.16,12.0,1.0,0.7172172193646019
15,1.1199999999999999,4.0,-1.0,0.9529606683627606
16,14.08,25.0,1.0,0.5369673363978481
17,7.04,42.0,-1.0,0.49732712317721106
18,2.08,10.0,-1.0,0.746188417488685
19,5.12,40.0,1.0,0.7183869811700816
20,1.1199999999999999,34.0,-1.0,0.6191091025994974
21,4.16,16.0,1.0,0.6407091115408843
22,13.12,49.0,1.0,0.712011196784917
23,0.15999999999999998,27.0,-1.0,0.6323475148373089
24,6.08,11.0,1.0,0.7920338395268935
25,13.12,48.0,1.0,0.5554360383149389
26,1.1199999999999999,52.0,-1.0,0.4730386950809368
27,1.1199999999999999,42.0,-1.0,0.5068576512062881
28,9.12,11.0,1.0,0.4388724920392581
29,1.1199999999999999,49.0,-1.0,0.5971356096970268
30,14.08,36.0,-1.0,0.5437734131402938
31,14.08,51.0,1.0,0.5255616336975938
32,5.12,40.0,1.0,0.4813715103128131
33,14.08,56.0,1.0,0.6427612029708374
34,2.08,20.0,1.0,0.6366735949729165
35,10.08,50.0,1.0,0.5240292008082038
36,6.08,49.0,-1.0,0.583673381486473
37,4.0600000000000005,37.0,1.0,0.6547499518743835
38,9.12,36.0,-1.0,0.6336816774927254
39,13.12,17.0,1.0,0.525256760336772
40,2.08,20.0,1.0,0.4205540557548575
41,14.08,56.0,1.0,0.6768151501123935
42,8.16,27.0,-1.0,0.6839390153902322
43,8.16,12.0,1.0,0.4586170863604118
44,7.04,50.0,1.0,0.5178569557598756
45,14.08,56.0,1.0,0.5297292584583377
46,7.04,40.0,1.0,0.5983550941133648
47,2.08,20.0,1.0,0.8188908437561276
48,11.04,16.0,1.0,0.9316902428519498
49,0.15999999999999998,35.0,-1.0,0.5888089588118685
50,6.08,35.0,-1.0,0.4823143871614561
51,4.16,18.0,-1.0,0.5634298769324917
52,14.08,51.0,1.0,0.48788256715310857
53,9.12,28.0,-1.0,0.455401983494077
54,13.12,28.0,1.0,0.5019465811434694
55,5.12,40.0,1.0,0.5069190805761016
56,15.04,10.0,1.0,0.5003629445168546
57,1.1199999999999999,26.0,-1.0,0.4876305057093793
58,12.16,11.0,1.0,0.37078062702645265
59,6.08,40.0,1.0,0.4399777156254327
