,Threshold,Feature,Direction,Alpha
0,2.05,7.0,1.0,1.104747334964017
1,1.1199999999999999,26.0,1.0,1.0738300336627282
2,12.16,26.0,1.0,0.4796585231054037
3,3.04,36.0,-1.0,0.4405610495232205
4,9.12,12.0,1.0,0.42787486260189206
5,0.15999999999999998,44.0,1.0,0.3529156796157518
6,13.12,34.0,1.0,0.3540222122366017
7,2.08,16.0,1.0,0.3265149812346733
8,5.12,1.0,-1.0,0.30928838765682765
9,11.04,11.0,-1.0,0.28590381324824604
10,6.08,40.0,1.0,0.30205847639383154
11,0.03,15.0,1.0,0.35577809684050893
12,9.12,17.0,1.0,0.32439059126019254
13,9.12,49.0,-1.0,0.29501884617628615
14,9.12,17.0,1.0,0.27357308789967877
15,7.04,25.0,-1.0,0.3793600266229505
16,14.08,58.0,-1.0,0.2551755101976959
17,6.08,1.0,-1.0,0.2168432756545083
18,0.15999999999999998,47.0,1.0,0.2673006715920022
19,5.12,26.0,1.0,0.2573632468504043
20,10.049999999999999,24.0,1.0,0.3264075860105474
21,14.08,33.0,-1.0,0.23472436687598727
22,14.08,10.0,-1.0,0.24634048601104774
23,10.08,47.0,1.0,0.25437135393753313
24,0.15999999999999998,40.0,1.0,0.2708463297200351
25,0.03,15.0,1.0,0.22895472852851054
26,2.08,33.0,1.0,0.23714675554598
27,9.12,35.0,1.0,0.2001801331660285
28,0.15999999999999998,29.0,1.0,0.24055496952425484
29,11.04,36.0,-1.0,0.2376919794286915
30,15.04,19.0,-1.0,0.20680539148646532
31,9.12,21.0,1.0,0.29745011729094833
32,8.16,27.0,1.0,0.2240902359433933
33,1.1199999999999999,40.0,1.0,0.2405833708836116
34,10.08,16.0,1.0,0.3318618146187391
35,9.12,56.0,-1.0,0.22319029418505384
36,15.04,27.0,-1.0,0.1647587285957929
37,3.04,49.0,-1.0,0.17896438913296125
38,9.12,34.0,1.0,0.20192389284851278
39,2.1000000000000005,37.0,-1.0,0.1843180311079573
40,2.05,7.0,1.0,0.2952316903729606
41,3.04,20.0,1.0,0.23569586925664623
42,10.08,12.0,-1.0,0.24149177967588795
43,13.12,34.0,-1.0,0.17524008027516869
44,0.15999999999999998,60.0,-1.0,0.1734465373584713
45,0.15999999999999998,40.0,1.0,0.17780547206711536
46,2.05,7.0,1.0,0.26261180493371755
47,8.16,58.0,1.0,0.20764066057613753
48,14.08,2.0,1.0,0.16203919504315098
49,7.04,20.0,1.0,0.17593621907611154
50,5.12,56.0,-1.0,0.1687011173862973
51,7.04,35.0,1.0,0.17296008085460424
52,13.12,35.0,-1.0,0.21193966915106066
53,2.05,7.0,1.0,0.21769951124744644
54,5.12,17.0,1.0,0.2112544430309951
55,3.04,20.0,1.0,0.1931637523439456
56,2.05,7.0,1.0,0.2465287943549591
57,0.14,37.0,-1.0,0.22023266084922447
58,0.15999999999999998,44.0,1.0,0.19166929244275274
59,7.04,40.0,1.0,0.1558873958136419
