,Threshold,Feature,Direction,Alpha
0,1.1199999999999999,35.0,-1.0,1.6270898266195224
1,8.08,0.0,1.0,1.0705828004314637
2,1.1199999999999999,29.0,1.0,1.2177891441415905
3,8.16,26.0,-1.0,0.9533234434369346
4,8.16,20.0,1.0,0.8751332920820172
5,10.08,40.0,1.0,0.9217808445280735
6,1.1199999999999999,42.0,-1.0,0.9496931064628856
7,0.15999999999999998,27.0,-1.0,0.9803987259637018
8,14.08,2.0,1.0,0.7680385459087072
9,7.04,41.0,-1.0,0.5396120303235244
10,8.16,40.0,1.0,0.627175309662142
11,0.15999999999999998,26.0,-1.0,0.698146615778123
12,14.08,25.0,1.0,0.5377314487165098
13,15.04,10.0,1.0,0.6065778010004129
14,8.16,12.0,1.0,0.7172172193646019
15,7.04,33.0,1.0,0.5234618309538108
16,14.08,43.0,1.0,0.4838415259783914
17,7.04,42.0,-1.0,0.49732712317721106
18,12.16,49.0,1.0,0.5384196880776186
19,15.04,33.0,1.0,0.44176721636669475
20,12.16,36.0,-1.0,0.5676955684213145
21,4.16,16.0,1.0,0.6407091115408843
22,1.1199999999999999,29.0,1.0,0.5111856699456131
23,0.15999999999999998,27.0,-1.0,0.6323475148373089
24,15.04,1.0,1.0,0.46503717411120254
25,2.08,20.0,1.0,0.546220831301476
26,1.0499999999999998,32.0,1.0,0.4653299643244496
27,15.04,52.0,1.0,0.46126130652986497
28,9.12,11.0,1.0,0.4388724920392581
29,0.15999999999999998,35.0,-1.0,0.5073711750407476
30,15.04,10.0,1.0,0.4144681720520606
31,3.04,18.0,-1.0,0.41720625205391487
32,5.12,40.0,1.0,0.4813715103128131
33,7.04,41.0,-1.0,0.48838054851152674
34,11.04,16.0,1.0,0.4648416666369662
35,10.08,50.0,1.0,0.5240292008082038
36,8.08,0.0,1.0,0.4280603405218661
37,4.0600000000000005,37.0,1.0,0.6547499518743835
38,9.12,28.0,-1.0,0.49741116227506366
39,1.0499999999999998,24.0,1.0,0.4686026666661283
40,2.08,20.0,1.0,0.4205540557548575
41,7.04,3.0,-1.0,0.5130574013130311
42,2.08,27.0,-1.0,0.49699605470475433
43,8.16,12.0,1.0,0.4586170863604118
44,5.12,48.0,1.0,0.3855526824821797
45,14.08,56.0,1.0,0.5297292584583377
46,8.08,0.0,1.0,0.4649088453129344
47,2.08,20.0,1.0,0.8188908437561276
48,7.04,19.0,-1.0,0.5627546549268995
49,7.04,3.0,-1.0,0.417053999923921
50,6.08,35.0,-1.0,0.4823143871614561
51,15.04,10.0,1.0,0.4078677419601373
52,4.16,20.0,1.0,0.34275292135726526
53,9.12,28.0,-1.0,0.455401983494077
54,1.0499999999999998,32.0,1.0,0.41783300072814034
55,14.08,48.0,1.0,0.38991283163624374
56,2.08,56.0,-1.0,0.3975978687877502
57,7.04,41.0,-1.0,0.4400156208339527
58,12.16,11.0,1.0,0.37078062702645265
59,2.08,27.0,-1.0,0.37128094224308017
