,Threshold,Feature,Direction,Alpha
0,101.0,0.0,1.0,1.1218406639293188
1,16.0,13.0,-1.0,0.976145340033741
2,81.0,4.0,1.0,0.5249114664755717
3,94.0,10.0,1.0,0.4980268616712282
4,100.0,8.0,1.0,0.411558302743577
5,92.0,3.0,1.0,0.5006101324163811
6,100.0,6.0,1.0,0.37037243178857226
7,55.0,8.0,1.0,0.41552181045017245
8,100.0,4.0,1.0,0.33045357747542353
9,100.0,3.0,1.0,0.31180351545144147
10,18.0,0.0,-1.0,0.2774048415009179
11,8.0,14.0,-1.0,0.37424530772049047
12,3.0,0.0,-1.0,0.28262901991482964
13,51.0,9.0,-1.0,0.25990189150185045
14,66.0,14.0,-1.0,0.264306931312674
15,100.0,12.0,1.0,0.37311389961873315
16,52.0,4.0,1.0,0.35097105041118515
17,21.0,2.0,-1.0,0.29828522820546916
18,65.0,10.0,1.0,0.30936209029695516
19,1.0,13.0,-1.0,0.22403737343001867
20,1.0,15.0,-1.0,0.23447722778946573
21,47.0,12.0,-1.0,0.22880398006330538
22,66.0,7.0,-1.0,0.2150420044204724
23,88.0,1.0,-1.0,0.21122123833941675
24,33.0,9.0,1.0,0.18362531385390332
25,100.0,12.0,1.0,0.25761706205431306
26,52.0,4.0,1.0,0.26129820984025265
27,39.0,2.0,-1.0,0.21640640198580371
28,1.0,14.0,-1.0,0.2365933225404311
29,72.0,7.0,-1.0,0.18940713481394006
30,93.0,6.0,1.0,0.23814423662870193
31,22.0,13.0,-1.0,0.2086406548124463
32,100.0,12.0,1.0,0.22800688944300027
33,80.0,14.0,-1.0,0.2392213233620104
34,35.0,0.0,-1.0,0.21097874410911038
35,101.0,0.0,1.0,0.23405968152572212
36,61.0,9.0,-1.0,0.24132376897380836
37,83.0,8.0,1.0,0.1966843151241674
38,64.0,4.0,1.0,0.15775653725135172
39,6.0,2.0,-1.0,0.21060220589411888
40,91.0,3.0,1.0,0.22850662489113127
41,100.0,10.0,1.0,0.19844514939977023
42,26.0,9.0,1.0,0.18021435918925288
43,101.0,0.0,1.0,0.2245615982947125
44,66.0,0.0,-1.0,0.2152012324612275
45,101.0,0.0,1.0,0.16866955442958986
46,80.0,14.0,-1.0,0.2105667423794592
47,63.0,7.0,-1.0,0.17854085239540832
48,98.0,5.0,1.0,0.18095378966562897
49,22.0,13.0,-1.0,0.17569682453012833
50,101.0,0.0,1.0,0.21353541054970632
51,24.0,9.0,1.0,0.2042486617365323
52,63.0,7.0,-1.0,0.17131057269279426
53,67.0,6.0,1.0,0.15891269652879333
54,89.0,12.0,1.0,0.15261484746869328
55,13.0,15.0,-1.0,0.1954803633270741
56,1.0,14.0,-1.0,0.1309938890288197
57,1.0,0.0,-1.0,0.1703347117829437
58,73.0,7.0,-1.0,0.1457699475654748
59,25.0,2.0,-1.0,0.14135914596151347
