,Threshold,Feature,Direction,Alpha
0,2.08,58.0,-1.0,1.437778336055512
1,1.1199999999999999,17.0,-1.0,0.9195002505514555
2,0.15999999999999998,48.0,-1.0,0.6368322458830873
3,4.16,25.0,-1.0,0.6101949321127885
4,1.1199999999999999,51.0,-1.0,0.7041591256635815
5,4.0600000000000005,37.0,1.0,0.6195182456752713
6,1.1199999999999999,18.0,-1.0,0.520798216294377
7,15.04,10.0,1.0,0.44747347586392666
8,13.12,35.0,1.0,0.4024970017699122
9,8.16,5.0,1.0,0.43282057583459016
10,7.04,11.0,1.0,0.49648127236455436
11,8.16,29.0,1.0,0.4179631571820995
12,6.08,18.0,-1.0,0.5202495966540008
13,7.04,51.0,-1.0,0.4026292229754832
14,13.049999999999999,8.0,1.0,0.5545592566757593
15,5.12,17.0,-1.0,0.4685944495987608
16,7.04,58.0,-1.0,0.5584592381987765
17,15.04,42.0,1.0,0.40039657209104734
18,0.14,37.0,1.0,0.3963368159427079
19,3.04,50.0,-1.0,0.40119708428896095
20,12.16,25.0,-1.0,0.5123267226733944
21,0.15999999999999998,51.0,-1.0,0.3672871523626142
22,3.04,49.0,-1.0,0.41497917215562324
23,7.04,51.0,-1.0,0.34991748562565766
24,14.08,12.0,1.0,0.339716316641619
25,13.12,10.0,1.0,0.30195598373594146
26,6.08,17.0,-1.0,0.31665650528425804
27,14.08,3.0,1.0,0.32951434003559643
28,8.16,13.0,1.0,0.31376934316127464
29,15.04,35.0,1.0,0.30235424619387413
30,6.08,58.0,-1.0,0.32144260931820484
31,5.12,26.0,-1.0,0.3096674103301431
32,13.12,11.0,1.0,0.3506132647153602
33,6.08,18.0,-1.0,0.3158298647805246
34,5.12,29.0,1.0,0.40742255485607237
35,7.04,51.0,-1.0,0.3124259425154919
36,4.16,57.0,-1.0,0.3703775486776585
37,3.04,24.0,-1.0,0.3253856165362012
38,0.15999999999999998,58.0,-1.0,0.28283855174013617
39,7.04,11.0,1.0,0.2867883520777258
40,0.15999999999999998,39.0,1.0,0.30588756246457327
41,6.08,18.0,-1.0,0.3040385696864567
42,8.16,5.0,1.0,0.3076388692312003
43,6.08,51.0,-1.0,0.303925957536828
44,6.08,17.0,-1.0,0.34484413122410973
45,13.049999999999999,8.0,1.0,0.29620840748534916
46,0.15999999999999998,59.0,-1.0,0.30809899871319824
47,15.04,34.0,1.0,0.2690294581592726
48,13.12,27.0,1.0,0.26741229900797986
49,5.12,26.0,-1.0,0.3422420151195559
50,6.08,28.0,1.0,0.2604857344772768
51,15.04,40.0,1.0,0.2929419458549213
52,6.08,51.0,-1.0,0.32620722869758256
53,0.15999999999999998,56.0,-1.0,0.2614623945768992
54,6.08,18.0,-1.0,0.2582419514241155
55,14.08,1.0,1.0,0.24176975935184739
56,3.04,11.0,1.0,0.3215173266895023
57,8.16,29.0,1.0,0.27005310161002727
58,6.08,58.0,-1.0,0.28508150698572754
59,6.08,17.0,-1.0,0.30070574967868235
