,Threshold,Feature,Direction,Alpha
0,11.04,60.0,1.0,1.1820612700339201
1,14.08,43.0,-1.0,1.0571925142770886
2,1.1199999999999999,33.0,-1.0,0.597041075130313
3,11.04,48.0,1.0,0.5956856791259764
4,0.15999999999999998,52.0,1.0,0.5349840963560492
5,1.1199999999999999,36.0,-1.0,0.5462873811821022
6,6.08,26.0,-1.0,0.5657804875942335
7,3.04,61.0,1.0,0.6164661849995595
8,12.16,9.0,1.0,0.6000170130092829
9,5.12,25.0,-1.0,0.5093038288226166
10,10.08,50.0,1.0,0.5904309711242051
11,15.04,48.0,1.0,0.5335774340501673
12,1.1199999999999999,60.0,1.0,0.4232779925067868
13,0.15999999999999998,43.0,-1.0,0.42866374692664455
14,0.15999999999999998,4.0,-1.0,0.37320137938692216
15,14.08,10.0,-1.0,0.531351292897949
16,7.04,47.0,1.0,0.4303559353154759
17,1.1199999999999999,59.0,1.0,0.4628348133104825
18,3.04,52.0,-1.0,0.4830853857409043
19,14.08,51.0,1.0,0.36960164083699537
20,5.12,44.0,-1.0,0.3974275352124085
21,7.04,17.0,-1.0,0.38647187044289416
22,0.15999999999999998,60.0,1.0,0.3958298563645598
23,3.15,8.0,1.0,0.3716927071375576
24,4.16,47.0,1.0,0.31542104898658163
25,0.15999999999999998,39.0,-1.0,0.4492654602930471
26,14.08,51.0,1.0,0.36008155907795275
27,7.04,43.0,-1.0,0.4515790456787565
28,2.08,35.0,-1.0,0.3803670177090005
29,8.16,26.0,-1.0,0.37967096769742587
30,4.16,59.0,1.0,0.37283552960391236
31,3.04,52.0,-1.0,0.34860275147878794
32,7.04,16.0,1.0,0.3131855616536711
33,7.04,47.0,1.0,0.30795643492659797
34,1.1199999999999999,59.0,1.0,0.4300075171236532
35,12.16,41.0,1.0,0.30446687883868934
36,15.04,2.0,1.0,0.2809949088194753
37,13.12,27.0,-1.0,0.29103414263458155
38,2.08,25.0,-1.0,0.3480321776287347
39,15.04,9.0,1.0,0.28574240799978107
40,1.1199999999999999,60.0,1.0,0.32531247862893886
41,12.16,36.0,-1.0,0.3246701936214958
42,15.04,19.0,1.0,0.3301211849574943
43,9.12,25.0,-1.0,0.32337711850687273
44,0.15999999999999998,19.0,-1.0,0.2846143938600413
45,6.08,41.0,1.0,0.3226094362355027
46,9.12,34.0,-1.0,0.2864357084643451
47,4.16,42.0,-1.0,0.32390118266652856
48,0.15999999999999998,44.0,-1.0,0.33667437349103846
49,11.04,50.0,1.0,0.31236019766286705
50,8.16,10.0,-1.0,0.2963392871625451
51,2.08,59.0,1.0,0.30980152385214144
52,4.16,21.0,1.0,0.2928771258259099
53,11.04,57.0,1.0,0.26339400985310607
54,2.08,56.0,-1.0,0.3256022464845793
55,0.15999999999999998,41.0,1.0,0.31338452637505215
56,7.04,42.0,-1.0,0.2930258627152603
57,1.1199999999999999,34.0,-1.0,0.24898401960433816
58,13.12,49.0,1.0,0.3016852759169093
59,7.04,47.0,1.0,0.24087895357581554
