,Threshold,Feature,Direction,Alpha
0,0.15999999999999998,11.0,-1.0,1.1746139756031653
1,7.04,1.0,-1.0,1.1261369946337891
2,12.16,52.0,1.0,0.8600011218620572
3,4.16,47.0,-1.0,0.9375899526199697
4,9.12,44.0,1.0,0.5858380114589401
5,9.12,40.0,1.0,0.6683010772657401
6,12.16,43.0,1.0,0.5373722488316253
7,9.12,59.0,1.0,0.4759792593171462
8,2.08,10.0,-1.0,0.47575541537161126
9,0.15999999999999998,20.0,-1.0,0.5939313991850528
10,15.04,35.0,1.0,0.40708718850848474
11,14.08,10.0,1.0,0.4446273196722075
12,3.04,19.0,-1.0,0.42048724153621775
13,4.16,26.0,-1.0,0.42865508269796504
14,1.1199999999999999,27.0,1.0,0.5454223348525263
15,10.08,49.0,1.0,0.5017454270383729
16,7.04,50.0,-1.0,0.4204421229194657
17,13.12,43.0,1.0,0.37323920280927514
18,6.08,56.0,-1.0,0.39450793235717396
19,7.04,11.0,-1.0,0.5734030531021257
20,2.08,10.0,-1.0,0.3432036476131215
21,9.12,49.0,1.0,0.43579326124349493
22,2.08,42.0,-1.0,0.3229941564065466
23,13.12,40.0,1.0,0.3830798321128902
24,0.15999999999999998,1.0,-1.0,0.4046698782999543
25,9.12,34.0,1.0,0.3069130981853571
26,2.08,18.0,-1.0,0.3309518727636311
27,5.12,19.0,-1.0,0.37148439925857557
28,2.08,36.0,-1.0,0.3321805919207846
29,2.08,36.0,-1.0,0.36227254306394024
30,1.1199999999999999,44.0,1.0,0.5963784056006011
31,4.16,10.0,-1.0,0.32708052290175677
32,7.04,12.0,-1.0,0.5329200716745406
33,11.04,44.0,1.0,0.3532423887420078
34,6.08,51.0,1.0,0.4443299402908668
35,8.16,57.0,-1.0,0.31847148386070157
36,10.08,2.0,1.0,0.2787818855245663
37,3.04,28.0,-1.0,0.2996970252404977
38,0.06,45.0,1.0,0.3595520571868233
39,5.12,19.0,-1.0,0.42411148296287565
40,0.15999999999999998,10.0,-1.0,0.3610589132095036
41,5.1,24.0,-1.0,0.39757122328868794
42,12.16,58.0,1.0,0.2781408160979218
43,4.16,11.0,-1.0,0.30260852985258657
44,15.04,35.0,1.0,0.2949108751731269
45,14.08,35.0,-1.0,0.3667675003779302
46,2.08,35.0,1.0,0.3056879794339942
47,0.06,45.0,1.0,0.3271778034588045
48,8.16,40.0,1.0,0.3174035284649647
49,3.04,47.0,-1.0,0.3104182519361594
50,0.15999999999999998,10.0,-1.0,0.483031822826747
51,0.15999999999999998,20.0,-1.0,0.34979497050872727
52,8.16,50.0,-1.0,0.3106821964540232
53,14.08,33.0,1.0,0.3221814210879728
54,3.04,52.0,1.0,0.27927384879381395
55,0.15999999999999998,10.0,-1.0,0.281973268241644
56,9.12,34.0,1.0,0.32829090336619565
57,3.04,19.0,-1.0,0.2616883540118349
58,8.16,17.0,-1.0,0.31405128685481476
59,12.16,40.0,1.0,0.29461493320396037
