,Threshold,Feature,Direction,Alpha
0,11.04,24.0,1.0,1.1136178278761295
1,9.12,40.0,-1.0,1.3515108110801333
2,4.16,20.0,-1.0,0.9287563777845634
3,5.12,4.0,1.0,0.7625069360070473
4,1.1199999999999999,35.0,-1.0,0.628358303001014
5,1.1199999999999999,20.0,-1.0,0.7283738892665584
6,1.1199999999999999,41.0,-1.0,0.6128900576713551
7,2.08,19.0,-1.0,0.5870208886898275
8,10.08,35.0,-1.0,0.5320272100494557
9,15.04,25.0,1.0,0.45590667384520994
10,2.08,21.0,-1.0,0.4786190961592846
11,10.08,58.0,-1.0,0.5071477812994586
12,13.12,3.0,1.0,0.4446399996001062
13,6.08,27.0,-1.0,0.4169794571592281
14,3.04,40.0,-1.0,0.5462599676036546
15,15.04,9.0,1.0,0.3971544302317872
16,6.08,17.0,1.0,0.39678843680945514
17,13.12,44.0,1.0,0.4141398340060636
18,8.16,20.0,-1.0,0.46141153342493313
19,2.08,5.0,1.0,0.4263820890811316
20,2.08,56.0,1.0,0.3732384894917195
21,11.04,28.0,1.0,0.34563295879279304
22,2.08,21.0,-1.0,0.35367331134759095
23,6.08,5.0,1.0,0.34897156435762305
24,2.08,4.0,1.0,0.32618980630603556
25,4.05,24.0,1.0,0.3377710563753835
26,1.1199999999999999,21.0,-1.0,0.39080357007938243
27,0.15999999999999998,35.0,-1.0,0.36594431402471433
28,2.08,19.0,-1.0,0.33751676934749947
29,8.16,26.0,1.0,0.40995472586146947
30,11.04,44.0,1.0,0.23704185925833068
31,4.16,40.0,-1.0,0.3214818674761213
32,10.08,5.0,1.0,0.31624021584316037
33,6.08,17.0,1.0,0.3957497764732652
34,5.12,20.0,-1.0,0.27311920866880085
35,15.04,52.0,1.0,0.355753115209717
36,1.1199999999999999,4.0,1.0,0.3004551285687057
37,2.08,2.0,-1.0,0.3090163946105722
38,0.15999999999999998,56.0,1.0,0.45374638223517627
39,8.1,8.0,1.0,0.2666709935804245
40,2.08,41.0,-1.0,0.2922955741512753
41,1.1199999999999999,52.0,-1.0,0.27470887487761814
42,11.04,18.0,1.0,0.30887955380087584
43,5.12,20.0,-1.0,0.30911451087483
44,5.12,50.0,-1.0,0.29191856684067485
45,13.12,25.0,1.0,0.2763580819929168
46,9.12,9.0,1.0,0.2575045867913197
47,10.08,4.0,1.0,0.22843484193016284
48,9.12,11.0,1.0,0.2904532170474114
49,12.16,36.0,-1.0,0.27104710973147783
50,1.1199999999999999,42.0,-1.0,0.24482631829382256
51,11.04,50.0,1.0,0.26199546464529366
52,5.12,40.0,-1.0,0.2353759307504598
53,1.1199999999999999,27.0,-1.0,0.3080403020859351
54,5.12,42.0,-1.0,0.23155402531453353
55,2.08,5.0,1.0,0.23200964304972918
56,1.1199999999999999,21.0,-1.0,0.31228550111503645
57,4.16,4.0,1.0,0.2437408264040665
58,10.08,43.0,-1.0,0.3015442775947793
59,1.1199999999999999,19.0,-1.0,0.2671901411139574
