,Threshold,Feature,Direction,Alpha
0,100.0,0.0,1.0,1.1382199064448617
1,17.0,6.0,-1.0,0.927632117603836
2,100.0,0.0,-1.0,1.0089918113281988
3,17.0,6.0,1.0,0.6856749837236512
4,1.0,11.0,-1.0,0.6937796012931038
5,100.0,1.0,1.0,0.6651003000833705
6,32.0,14.0,-1.0,0.5471951430875361
7,44.0,8.0,-1.0,0.6709271171974357
8,20.0,9.0,-1.0,0.5609740217531785
9,77.0,11.0,1.0,0.5737376633585924
10,77.0,11.0,1.0,0.5652190262521137
11,62.0,15.0,-1.0,0.8837464934885725
12,61.0,4.0,-1.0,0.47434945245346843
13,99.0,10.0,1.0,0.45797295584038716
14,76.0,2.0,1.0,0.42836222466642254
15,24.0,11.0,-1.0,0.4196646962063123
16,28.0,7.0,-1.0,0.5500512723092572
17,61.0,4.0,-1.0,0.32905659484597555
18,100.0,15.0,1.0,0.47988137608743514
19,27.0,6.0,-1.0,0.4078024390695012
20,50.0,14.0,-1.0,0.3527633999303811
21,13.0,8.0,-1.0,0.43743791754205863
22,48.0,6.0,-1.0,0.39727191464993944
23,1.0,2.0,-1.0,0.4485789304204643
24,1.0,9.0,-1.0,0.41053968535579344
25,17.0,13.0,1.0,0.39473392012381875
26,10.0,11.0,-1.0,0.4329952338065148
27,50.0,12.0,-1.0,0.47244180975580957
28,30.0,9.0,-1.0,0.43874188550484144
29,17.0,13.0,1.0,0.3983734995978379
30,85.0,2.0,1.0,0.4805523365996861
31,60.0,14.0,-1.0,0.36798856514701866
32,100.0,15.0,1.0,0.31658480093774466
33,35.0,15.0,-1.0,0.44209848720512546
34,85.0,2.0,1.0,0.33486946065405926
35,56.0,4.0,-1.0,0.520850518641193
36,28.0,7.0,-1.0,0.3807295301394384
37,19.0,11.0,-1.0,0.4275299045068915
38,29.0,11.0,-1.0,0.34035980175500835
39,75.0,3.0,-1.0,0.49973056244711495
40,98.0,13.0,1.0,0.3713533421342367
41,51.0,0.0,1.0,0.4983980822947669
42,42.0,5.0,1.0,0.39696814520722823
43,95.0,10.0,1.0,0.27344348662279694
44,24.0,9.0,-1.0,0.29721691404104894
45,58.0,3.0,-1.0,0.4109400777381888
46,62.0,15.0,-1.0,0.4006571937706241
47,14.0,7.0,-1.0,0.32602792025852806
48,44.0,8.0,-1.0,0.34476571425104974
49,36.0,14.0,-1.0,0.37758428134812727
50,58.0,13.0,-1.0,0.3317809546719503
51,100.0,15.0,1.0,0.5267074765341773
52,7.0,13.0,1.0,0.40410835088364394
53,100.0,3.0,1.0,0.29965630419750555
54,60.0,14.0,-1.0,0.3742232140724241
55,100.0,15.0,1.0,0.3908074789148141
56,90.0,1.0,1.0,0.341729500824106
57,5.0,6.0,-1.0,0.2903563389750274
58,67.0,12.0,-1.0,0.36319191617173086
59,30.0,9.0,-1.0,0.329702697713725
