,Threshold,Feature,Direction,Alpha
0,8.16,39.0,1.0,1.2424533248940002
1,0.15999999999999998,56.0,-1.0,0.735964278182541
2,2.08,59.0,-1.0,0.5682839414374694
3,6.08,12.0,-1.0,0.5602809937101432
4,8.16,28.0,1.0,0.5003520259404622
5,3.04,11.0,-1.0,0.5796224964224695
6,12.16,33.0,1.0,0.5976872069780772
7,7.04,57.0,-1.0,0.47154460674358184
8,11.04,42.0,1.0,0.5069169336840293
9,7.04,59.0,-1.0,0.3628501993173013
10,2.08,3.0,-1.0,0.41400774539828306
11,6.08,18.0,1.0,0.41308865637360004
12,4.16,29.0,1.0,0.3857376249358911
13,10.08,4.0,-1.0,0.31397887911838573
14,0.15999999999999998,9.0,-1.0,0.39662419117901343
15,0.15999999999999998,52.0,-1.0,0.40973973781657075
16,7.04,11.0,-1.0,0.41671638749198103
17,9.12,57.0,-1.0,0.3483131341428636
18,14.08,25.0,1.0,0.3094749531935161
19,4.16,39.0,1.0,0.33900163927522153
20,0.15999999999999998,60.0,-1.0,0.3416013047947178
21,7.04,3.0,-1.0,0.3327292565521415
22,14.08,36.0,1.0,0.3039459251455633
23,1.1199999999999999,1.0,-1.0,0.2678506444129791
24,9.12,58.0,-1.0,0.33991597847344507
25,9.12,4.0,-1.0,0.29249175087836243
26,0.15999999999999998,57.0,-1.0,0.336378128848169
27,13.12,19.0,-1.0,0.33192156939286677
28,12.16,26.0,1.0,0.3238440608710247
29,14.08,42.0,1.0,0.260571581818187
30,7.000000000000001,37.0,1.0,0.2449482788241912
31,12.16,12.0,-1.0,0.3353524978901902
32,8.16,29.0,1.0,0.29294138085283017
33,2.08,26.0,1.0,0.2994878009362336
34,4.16,58.0,-1.0,0.26938952767026886
35,0.15999999999999998,1.0,-1.0,0.2548819741326761
36,3.04,4.0,-1.0,0.31629504307708434
37,5.12,47.0,1.0,0.24672915955832384
38,3.04,28.0,1.0,0.3406389286658766
39,6.08,41.0,1.0,0.25441783925170447
40,5.12,47.0,1.0,0.2902689172007538
41,13.12,19.0,-1.0,0.32780787039433235
42,4.16,2.0,-1.0,0.2942505135200919
43,12.16,17.0,1.0,0.2992005682937779
44,5.12,9.0,-1.0,0.2919728043581178
45,13.12,4.0,-1.0,0.27835877122979125
46,8.16,24.0,1.0,0.32289671979191653
47,6.08,44.0,-1.0,0.24347786136615424
48,9.12,10.0,-1.0,0.25887972297714607
49,15.04,17.0,1.0,0.22089914914466674
50,9.12,12.0,-1.0,0.2528440232191396
51,0.15999999999999998,48.0,-1.0,0.2511140128376774
52,4.16,39.0,1.0,0.20715270106499323
53,2.08,28.0,1.0,0.248149136981259
54,10.08,41.0,1.0,0.2316973252560064
55,10.08,57.0,-1.0,0.2051417563514478
56,8.120000000000001,32.0,1.0,0.2206048212738603
57,13.12,11.0,-1.0,0.27247535913845194
58,3.04,26.0,1.0,0.2350422681399262
59,7.04,47.0,1.0,0.30455575456032585
