,Threshold,Feature,Direction,Alpha
0,11.04,24.0,1.0,1.1136178278761295
1,9.12,40.0,-1.0,1.3515108110801333
2,4.16,20.0,-1.0,0.9287563777845634
3,5.12,4.0,1.0,0.7625069360070473
4,10.08,44.0,1.0,0.7762742603866438
5,1.1199999999999999,20.0,-1.0,0.7283738892665584
6,1.1199999999999999,20.0,1.0,1.0472283650202723
7,2.08,19.0,-1.0,0.5870208886898275
8,7.04,33.0,-1.0,0.8185394849436155
9,14.08,25.0,1.0,0.5068654274169547
10,5.12,1.0,1.0,0.5941799239095307
11,10.08,58.0,-1.0,0.5071477812994586
12,5.12,17.0,1.0,0.496855691925694
13,6.08,27.0,-1.0,0.4169794571592281
14,3.04,40.0,-1.0,0.5462599676036546
15,1.1199999999999999,47.0,1.0,0.6792265730797884
16,2.08,21.0,-1.0,0.42636023453209754
17,0.15999999999999998,19.0,-1.0,0.4177257959280028
18,8.16,20.0,-1.0,0.46141153342493313
19,6.08,35.0,-1.0,0.5237225144163619
20,7.04,11.0,1.0,0.4244817630892532
21,1.1199999999999999,5.0,1.0,0.4861712542926358
22,14.08,3.0,1.0,0.3615354750813346
23,11.04,57.0,1.0,0.37903286362210803
24,15.04,25.0,1.0,0.34471581203524887
25,4.05,24.0,1.0,0.3377710563753835
26,3.04,24.0,-1.0,0.48645740529008785
27,0.15999999999999998,35.0,-1.0,0.36594431402471433
28,12.16,19.0,-1.0,0.44657060404281496
29,8.16,26.0,1.0,0.40995472586146947
30,2.08,27.0,-1.0,0.4164959070395181
31,4.16,40.0,-1.0,0.3214818674761213
32,10.08,33.0,1.0,0.3602434550963708
33,6.08,17.0,1.0,0.3957497764732652
34,12.16,1.0,1.0,0.4124063112350929
35,11.04,49.0,-1.0,0.36639022222302314
36,11.04,19.0,1.0,0.30998180827138777
37,0.15999999999999998,20.0,-1.0,0.3952511622815631
38,0.15999999999999998,56.0,1.0,0.45374638223517627
39,7.04,47.0,1.0,0.4295591031729489
40,0.15999999999999998,12.0,1.0,0.3493239432282464
41,4.16,48.0,-1.0,0.27952117768938495
42,11.04,18.0,1.0,0.30887955380087584
43,5.12,20.0,-1.0,0.30911451087483
44,2.08,5.0,1.0,0.3185078884443325
45,1.1199999999999999,41.0,-1.0,0.3532098296595599
46,15.04,9.0,1.0,0.28293567863177677
47,10.08,4.0,1.0,0.22843484193016284
48,5.12,13.0,-1.0,0.37347648953117313
49,12.16,36.0,-1.0,0.27104710973147783
50,0.15999999999999998,19.0,-1.0,0.29880569594978873
51,13.12,2.0,1.0,0.3043736826783851
52,0.15999999999999998,60.0,-1.0,0.3051261565789792
53,1.1199999999999999,27.0,-1.0,0.3080403020859351
54,3.15,29.0,-1.0,0.38755400506856075
55,6.08,28.0,1.0,0.35525757937289926
56,1.1199999999999999,21.0,-1.0,0.31228550111503645
57,3.04,51.0,-1.0,0.42660554999817824
58,1.1199999999999999,42.0,-1.0,0.3176615188640795
59,12.16,25.0,1.0,0.3307676188797251
