,Threshold,Feature,Direction,Alpha
0,0.060029999999999986,52.0,1.0,0.6781965717865092
1,0.20830000000000004,24.0,-1.0,0.6536398784157678
2,0.20000000000000007,15.0,1.0,0.47196472232242764
3,0.053000000000000005,52.0,-1.0,0.5846637833865467
4,0.42840000000000006,44.0,-1.0,0.5902388537470382
5,0.3332,44.0,1.0,0.6468635110061082
6,0.07843,51.0,1.0,0.34658176074707536
7,0.20000000000000007,15.0,1.0,0.29417336390068893
8,0.20000000000000007,15.0,-1.0,0.4798313213987694
9,0.32130000000000003,20.0,1.0,0.2978642597674627
10,0.05120000000000001,16.0,1.0,0.4524485513455464
11,0.07139999999999999,16.0,-1.0,0.42467011889624195
12,0.8888,20.0,1.0,0.29494733849062144
13,1.1781000000000001,20.0,-1.0,0.42184825119795444
14,0.18180000000000002,19.0,1.0,0.3175787401463017
15,0.33330000000000004,26.0,-1.0,0.20373417225994173
16,0.4284,41.0,-1.0,0.28322610859263186
17,0.35279999999999995,5.0,1.0,0.47720295068185686
18,0.23489999999999997,10.0,-1.0,0.16390863090662738
19,0.43620000000000003,6.0,1.0,0.18866241996666083
20,0.22049999999999997,45.0,-1.0,0.1946300633358035
21,0.046200000000000005,7.0,1.0,0.21182830131723193
22,0.33330000000000004,26.0,-1.0,0.1410454883120605
23,0.6248999999999999,24.0,1.0,0.189393675999822
24,0.49979999999999997,25.0,-1.0,0.1342644616693799
25,1.09802,51.0,1.0,0.17392043788619477
26,0.4,15.0,-1.0,0.15910685599728014
27,0.45899999999999996,2.0,1.0,0.1210527606873528
28,0.33330000000000004,26.0,-1.0,0.13671461410138874
29,0.7644,5.0,1.0,0.14447525189873053
30,0.0788,0.0,-1.0,0.1428664616575319
31,0.2,4.0,1.0,0.12241343772765749
32,0.49979999999999997,25.0,-1.0,0.11203552185209598
33,1.09802,51.0,1.0,0.1416441228334008
34,0.06889999999999999,36.0,-1.0,0.11419652246002107
35,0.33330000000000004,20.0,1.0,0.12683797608568143
36,1.2852000000000003,20.0,-1.0,0.1443099027945902
37,0.7272000000000001,19.0,1.0,0.16195107315596213
38,0.8459000000000001,17.0,-1.0,0.12054102331155908
39,3.0,18.0,1.0,0.128609353985106
40,0.35699999999999993,16.0,-1.0,0.11410370886017449
41,0.8332,24.0,1.0,0.12859212802735684
42,2.1273999999999997,11.0,-1.0,0.11132314087674508
43,0.43620000000000003,6.0,1.0,0.1266574449654018
44,0.14279999999999998,41.0,-1.0,0.11074381843264654
45,0.125,23.0,1.0,0.12633040667360004
46,0.04759999999999999,39.0,-1.0,0.11033545665122063
47,2.8000000000000003,15.0,1.0,0.11518931004611299
48,0.33330000000000004,26.0,-1.0,0.11691536179545936
49,2.8917000000000006,20.0,1.0,0.1173290091176505
50,0.35459999999999997,0.0,-1.0,0.10318424396505989
51,0.526,8.0,1.0,0.10205900764189975
52,1.0829,32.0,-1.0,0.11130435844712352
53,0.9810000000000001,22.0,1.0,0.10606269597261148
54,1.6361999999999999,9.0,-1.0,0.1057150917489976
55,1.818,19.0,1.0,0.10065079099599818
56,0.4116,29.0,-1.0,0.09991739487690979
57,733.96,56.0,1.0,0.10121009125515529
58,0.33330000000000004,26.0,-1.0,0.14441630438190528
59,2.8000000000000003,15.0,1.0,0.1499790595076813
