,Threshold,Feature,Direction,Alpha
0,22.0,5.0,-1.0,1.3425036099035572
1,59.0,3.0,1.0,1.0403845933530544
2,53.0,13.0,1.0,0.7777865778986621
3,29.0,3.0,-1.0,0.682299869972139
4,57.0,8.0,1.0,0.761097867038309
5,28.0,9.0,-1.0,0.5319418912904419
6,42.0,11.0,1.0,0.7563125517765656
7,58.0,8.0,-1.0,0.45897048878901114
8,90.0,14.0,-1.0,0.46233890976204767
9,87.0,9.0,1.0,0.6030404976785194
10,20.0,4.0,-1.0,0.48646347356691766
11,17.0,2.0,-1.0,0.4120495300233699
12,28.0,8.0,1.0,0.436998704009354
13,67.0,5.0,1.0,0.3541009310051867
14,37.0,12.0,-1.0,0.33297729681984056
15,15.0,10.0,1.0,0.42142320098219005
16,85.0,12.0,1.0,0.379436964682608
17,12.0,14.0,-1.0,0.35619142736746645
18,43.0,4.0,-1.0,0.30429707617696683
19,9.0,4.0,1.0,0.24654078681792235
20,1.0,7.0,-1.0,0.25076346387589876
21,19.0,12.0,-1.0,0.3227453819582636
22,28.0,8.0,1.0,0.42504208986143593
23,85.0,15.0,1.0,0.2746655290745723
24,30.0,8.0,1.0,0.2923882987884272
25,100.0,12.0,1.0,0.3275496109120526
26,57.0,8.0,1.0,0.26053145982219184
27,9.0,5.0,-1.0,0.2938859639887105
28,72.0,12.0,1.0,0.2837246277002992
29,36.0,4.0,-1.0,0.2205250787871178
30,99.0,6.0,1.0,0.281367008993394
31,62.0,14.0,-1.0,0.28776341990888965
32,95.0,1.0,1.0,0.23202024912444721
33,97.0,1.0,-1.0,0.2638864062147071
34,33.0,10.0,1.0,0.23115143862235016
35,20.0,12.0,-1.0,0.29980357514452977
36,51.0,4.0,-1.0,0.23724736390745174
37,29.0,11.0,-1.0,0.2079175493743764
38,30.0,8.0,1.0,0.2593589743673887
39,17.0,12.0,-1.0,0.2612843274001283
40,45.0,13.0,1.0,0.26252626643500454
41,70.0,9.0,1.0,0.21352229140520435
42,32.0,7.0,-1.0,0.24768304813591804
43,67.0,5.0,1.0,0.19929054538453528
44,69.0,0.0,-1.0,0.20829664619500426
45,70.0,0.0,1.0,0.23634402925948067
46,60.0,13.0,1.0,0.21777617348450282
47,38.0,8.0,1.0,0.19033426759215055
48,100.0,12.0,1.0,0.23368529450463923
49,86.0,1.0,1.0,0.18219242742619365
50,81.0,8.0,1.0,0.22430387753697123
51,47.0,13.0,1.0,0.22655890611995647
52,70.0,9.0,1.0,0.2627181915404515
53,78.0,10.0,1.0,0.2684604849288794
54,9.0,4.0,1.0,0.20566422787443644
55,55.0,9.0,1.0,0.2045143190607192
56,35.0,9.0,-1.0,0.2627088760583047
57,48.0,14.0,-1.0,0.16985982795837706
58,67.0,5.0,1.0,0.2028041347004339
59,44.0,14.0,-1.0,0.2170009629923578
