,Threshold,Feature,Direction,Alpha
0,15.04,18.0,1.0,1.2101840643252146
1,11.04,19.0,1.0,1.0492483703024915
2,12.16,19.0,1.0,0.9309667571298735
3,0.15999999999999998,44.0,-1.0,1.0046648128362414
4,11.04,19.0,-1.0,0.8598684884436038
5,12.16,9.0,-1.0,0.5818467521483207
6,5.12,16.0,1.0,0.7237357157643308
7,13.12,26.0,1.0,0.574270229031356
8,13.12,50.0,1.0,0.5198192979020552
9,3.04,59.0,1.0,0.43337346886164635
10,6.08,9.0,-1.0,0.47352929991806425
11,2.08,40.0,-1.0,0.41882880128219135
12,12.16,49.0,1.0,0.4868309562017545
13,0.15999999999999998,4.0,1.0,0.4177903517463008
14,9.12,16.0,1.0,0.4250588417603647
15,3.04,25.0,1.0,0.5318551542422263
16,7.04,58.0,1.0,0.31587264674005905
17,0.15999999999999998,2.0,-1.0,0.5121435205272417
18,1.1199999999999999,10.0,-1.0,0.4321498091252801
19,8.16,18.0,1.0,0.7083599515066562
20,4.16,27.0,1.0,0.4424103834183901
21,4.16,43.0,-1.0,0.45034442214399817
22,5.12,29.0,-1.0,0.3815423767192344
23,1.1199999999999999,26.0,-1.0,0.5435746831578115
24,13.12,9.0,-1.0,0.3508068535836521
25,15.04,27.0,1.0,0.3716660438318382
26,15.04,60.0,1.0,0.3542052475271349
27,0.14999999999999997,29.0,-1.0,0.34839402699844924
28,11.04,28.0,1.0,0.3591413303005171
29,13.12,11.0,1.0,0.29744386658057415
30,2.08,20.0,-1.0,0.3593101983619766
31,9.12,40.0,-1.0,0.3505879689067725
32,15.04,41.0,1.0,0.2869977258423241
33,9.12,9.0,-1.0,0.3080689690471995
34,15.04,19.0,1.0,0.3032710894225305
35,13.12,19.0,-1.0,0.3499505212390521
36,14.08,26.0,1.0,0.3098848627302683
37,6.08,40.0,-1.0,0.2659496538776029
38,11.04,17.0,1.0,0.2562379986423581
39,10.08,25.0,-1.0,0.26082627815265386
40,10.08,33.0,1.0,0.33073463821255095
41,7.04,58.0,1.0,0.3161200681196209
42,8.16,58.0,-1.0,0.40581862186457496
43,4.16,27.0,1.0,0.3211277179984457
44,3.04,3.0,-1.0,0.31790423170374127
45,14.08,11.0,1.0,0.3276329742997205
46,13.12,9.0,-1.0,0.26922986952943
47,14.08,57.0,1.0,0.2883579473697506
48,11.04,18.0,1.0,0.266720814983846
49,11.04,28.0,1.0,0.3053764372165579
50,0.14,37.0,-1.0,0.3217943217613846
51,15.04,28.0,1.0,0.3098960553930487
52,0.14999999999999997,29.0,-1.0,0.2613417242292605
53,15.04,43.0,1.0,0.2590959249924681
54,4.16,39.0,-1.0,0.30713225837372904
55,3.04,3.0,-1.0,0.32417312643483215
56,13.12,11.0,1.0,0.25637560229242845
57,10.08,33.0,1.0,0.22085202052033812
58,9.12,40.0,-1.0,0.25669173159998226
59,15.04,26.0,1.0,0.2471552827061901
