,Threshold,Feature,Direction,Alpha
0,101.0,0.0,1.0,1.1218406639293188
1,19.0,13.0,-1.0,1.8257700817061084
2,66.0,14.0,-1.0,0.6595983654069897
3,62.0,8.0,1.0,0.5246176359373093
4,9.0,0.0,-1.0,0.6823355447473874
5,68.0,4.0,1.0,0.6172378099819367
6,95.0,12.0,1.0,0.7171411698872977
7,93.0,3.0,1.0,0.6871974660658046
8,28.0,0.0,-1.0,0.6129547412885963
9,3.0,14.0,-1.0,0.7365491009588331
10,52.0,4.0,1.0,0.4433104212847344
11,98.0,6.0,1.0,0.4906240659290442
12,100.0,8.0,1.0,0.42281515653828483
13,67.0,0.0,-1.0,0.5546147729944115
14,100.0,4.0,1.0,0.4790275061339722
15,1.0,13.0,-1.0,0.4542646757789176
16,54.0,4.0,1.0,0.6163234301290433
17,53.0,4.0,-1.0,0.4683592069482342
18,9.0,11.0,1.0,0.38890909845249777
19,47.0,12.0,-1.0,0.3320730506787026
20,87.0,10.0,1.0,0.40514168574585097
21,69.0,8.0,1.0,0.3119712236173096
22,57.0,10.0,1.0,0.347657672596815
23,46.0,10.0,-1.0,0.5422713824462474
24,56.0,9.0,-1.0,0.30916492389015876
25,33.0,2.0,-1.0,0.33276596645655054
26,47.0,14.0,-1.0,0.31361182662827564
27,52.0,0.0,-1.0,0.2881123240087663
28,4.0,2.0,-1.0,0.2595830418042887
29,13.0,0.0,-1.0,0.31656715317294964
30,53.0,2.0,1.0,0.40235642272991035
31,67.0,0.0,-1.0,0.3491290740906804
32,56.0,0.0,1.0,0.36333393560043425
33,84.0,7.0,-1.0,0.26309683537191814
34,23.0,2.0,-1.0,0.28741838397160935
35,29.0,9.0,1.0,0.30417731759968897
36,61.0,9.0,-1.0,0.24132376897380836
37,74.0,12.0,1.0,0.3488529486520535
38,17.0,14.0,-1.0,0.28708273724692723
39,2.0,15.0,-1.0,0.22492544531012273
40,92.0,6.0,1.0,0.23396999026084134
41,60.0,4.0,1.0,0.280879902316504
42,61.0,7.0,-1.0,0.316634593570647
43,53.0,14.0,-1.0,0.2370563182275354
44,4.0,2.0,-1.0,0.31934001238168086
45,84.0,3.0,1.0,0.34150774897679603
46,99.0,5.0,1.0,0.28098825326054944
47,80.0,1.0,1.0,0.21696120893771684
48,93.0,1.0,-1.0,0.20983658568934993
49,4.0,2.0,-1.0,0.2705973245412515
50,101.0,0.0,1.0,0.3201151731249256
51,26.0,15.0,-1.0,0.4750412487294948
52,46.0,9.0,-1.0,0.26014434098766076
53,43.0,2.0,-1.0,0.20805249527995165
54,80.0,1.0,1.0,0.20205336059328724
55,1.0,13.0,-1.0,0.22534262414566836
56,33.0,11.0,1.0,0.2215786609724615
57,73.0,7.0,-1.0,0.25091338034017635
58,100.0,4.0,1.0,0.21562588116925735
59,79.0,2.0,-1.0,0.281338911678636
