,Threshold,Feature,Direction,Alpha
0,8.16,39.0,1.0,1.2424533248940002
1,2.08,42.0,1.0,1.526145120413585
2,13.12,33.0,1.0,0.6434717747521854
3,10.08,28.0,1.0,0.5630258073465675
4,7.04,12.0,-1.0,0.5677896606643474
5,3.04,11.0,-1.0,0.5796224964224695
6,12.16,36.0,1.0,0.5982055156521432
7,11.04,2.0,-1.0,0.4865818003323401
8,0.15999999999999998,59.0,-1.0,0.5386564874975103
9,11.04,4.0,-1.0,0.5019779422861949
10,5.12,2.0,-1.0,0.5794295246244583
11,6.08,18.0,1.0,0.41308865637360004
12,3.04,51.0,-1.0,0.5995417728329594
13,2.1000000000000005,37.0,1.0,0.3628332635356417
14,0.15999999999999998,9.0,-1.0,0.39662419117901343
15,9.12,4.0,-1.0,0.5787552057006674
16,7.04,11.0,-1.0,0.41671638749198103
17,5.12,57.0,-1.0,0.47402947260205397
18,3.04,52.0,-1.0,0.5981367972365412
19,7.04,29.0,1.0,0.39726822063302036
20,12.16,12.0,-1.0,0.40013879062480745
21,14.08,25.0,1.0,0.33298092895085585
22,4.16,39.0,1.0,0.439192222757506
23,13.12,19.0,-1.0,0.3639343854902948
24,7.04,57.0,-1.0,0.3705866459947032
25,7.04,58.0,-1.0,0.33436025029955174
26,0.15999999999999998,4.0,-1.0,0.3450393236999193
27,3.04,44.0,-1.0,0.3987271990218467
28,6.15,32.0,1.0,0.35661708322670066
29,1.1199999999999999,18.0,1.0,0.3601444747074224
30,5.04,37.0,1.0,0.36787597042859976
31,12.16,12.0,-1.0,0.3353524978901902
32,14.08,28.0,1.0,0.39569304537346667
33,10.08,3.0,-1.0,0.33772875545704323
34,2.08,9.0,-1.0,0.38461547074867325
35,14.08,17.0,1.0,0.3379881865086758
36,5.12,42.0,1.0,0.35240957111564475
37,0.09000000000000002,55.0,1.0,0.3485078770915718
38,3.04,28.0,1.0,0.3406389286658766
39,4.16,39.0,1.0,0.39452605824966447
40,4.16,26.0,1.0,0.368517915372676
41,13.12,19.0,-1.0,0.32780787039433235
42,8.1,24.0,1.0,0.43810180417195993
43,5.12,9.0,-1.0,0.32491643928197605
44,6.08,41.0,1.0,0.36963494287580984
45,4.16,29.0,1.0,0.28185226417560716
46,8.16,24.0,1.0,0.32289671979191653
47,14.08,4.0,-1.0,0.438622415085792
48,11.04,57.0,-1.0,0.3212432093096016
49,3.04,3.0,-1.0,0.3778664610938061
50,2.08,56.0,-1.0,0.2790912607040583
51,5.12,58.0,-1.0,0.2722582906594996
52,7.04,12.0,-1.0,0.31662375824676625
53,10.08,26.0,1.0,0.27831150147999384
54,15.04,25.0,1.0,0.26401047932136334
55,8.16,10.0,-1.0,0.29720409235093953
56,15.04,19.0,-1.0,0.3141383537918179
57,4.16,47.0,1.0,0.31585744806464333
58,1.1199999999999999,18.0,1.0,0.33014333826620645
59,7.04,47.0,1.0,0.30455575456032585
