,Threshold,Feature,Direction,Alpha
0,8.000000000000002,55.0,1.0,1.0916737558133338
1,8.16,40.0,-1.0,1.2603016625047594
2,2.08,25.0,-1.0,0.781428661361498
3,14.08,26.0,1.0,0.5688057530237157
4,0.15999999999999998,44.0,1.0,0.5191039109467813
5,1.0499999999999998,8.0,1.0,0.4456180040237454
6,7.04,17.0,-1.0,0.44905917466293543
7,11.04,44.0,1.0,0.4486273983427506
8,9.12,28.0,-1.0,0.5784816778365308
9,11.04,43.0,1.0,0.41057005435344346
10,8.16,17.0,-1.0,0.411436246725351
11,6.08,44.0,1.0,0.4467457422440029
12,7.04,41.0,-1.0,0.3646191891278501
13,2.08,28.0,-1.0,0.3713481972893703
14,2.08,28.0,-1.0,0.33075612918163183
15,14.08,12.0,1.0,0.3368412394286245
16,9.12,41.0,-1.0,0.39795014242747756
17,0.15999999999999998,18.0,-1.0,0.30322344175941307
18,10.08,27.0,1.0,0.30359986881856443
19,2.08,29.0,-1.0,0.3243508487284683
20,11.04,13.0,1.0,0.46919736445335003
21,11.04,4.0,-1.0,0.30391370426922487
22,15.04,51.0,1.0,0.32377312353169274
23,13.12,57.0,1.0,0.24961648167481876
24,2.08,20.0,1.0,0.2651277616407222
25,12.16,36.0,1.0,0.271724655993796
26,3.04,26.0,-1.0,0.2845932568891352
27,9.12,28.0,-1.0,0.25433673996457506
28,10.08,10.0,-1.0,0.24492079708852416
29,15.04,13.0,1.0,0.26016939462268834
30,7.04,51.0,1.0,0.35970313734946185
31,13.12,9.0,-1.0,0.23697103089475566
32,0.15999999999999998,12.0,-1.0,0.22537919050193078
33,11.04,18.0,-1.0,0.31755764991608226
34,11.04,17.0,-1.0,0.23454630430608314
35,13.12,52.0,1.0,0.2807155799957608
36,2.08,41.0,-1.0,0.31805236425051714
37,10.049999999999999,8.0,1.0,0.22111247063750705
38,1.1199999999999999,60.0,-1.0,0.23495668246072657
39,3.04,40.0,-1.0,0.25296252007585934
40,0.15999999999999998,3.0,-1.0,0.2937147532900771
41,8.16,19.0,1.0,0.2549548487156024
42,15.04,27.0,1.0,0.2279821508216813
43,1.1199999999999999,48.0,1.0,0.25517480647744706
44,2.08,56.0,-1.0,0.2373697236779179
45,10.08,11.0,1.0,0.26220092438761833
46,5.12,25.0,-1.0,0.261735661406528
47,0.15999999999999998,17.0,-1.0,0.2695384736768908
48,11.04,19.0,-1.0,0.24159382201563637
49,0.14999999999999997,8.0,1.0,0.2410215135481361
50,0.15999999999999998,3.0,-1.0,0.22050612065106046
51,7.04,41.0,-1.0,0.3294451884533489
52,1.12,37.0,-1.0,0.20646393666607998
53,14.08,3.0,1.0,0.23892163558506171
54,6.11,14.0,1.0,0.21078001173401828
55,5.12,29.0,-1.0,0.33264016129359997
56,7.04,25.0,-1.0,0.21616612581351224
57,14.08,33.0,1.0,0.22788880673216258
58,8.16,43.0,1.0,0.26537111705946037
59,10.08,44.0,1.0,0.2153918689500301
