,Threshold,Feature,Direction,Alpha
0,15.04,18.0,1.0,1.2101840643252146
1,1.1199999999999999,57.0,-1.0,0.9267175316452324
2,14.08,19.0,1.0,0.9153090541144412
3,15.04,42.0,1.0,0.5532046586959616
4,15.04,26.0,1.0,0.522188793956039
5,10.08,9.0,-1.0,0.5113064798392919
6,1.1199999999999999,43.0,-1.0,0.5750076769377236
7,13.12,27.0,1.0,0.41908418311665346
8,11.04,59.0,1.0,0.37628986512582546
9,14.08,3.0,-1.0,0.36910963449367207
10,15.04,12.0,1.0,0.3250144958847003
11,0.14,37.0,-1.0,0.37781889635678534
12,5.12,9.0,-1.0,0.35448966219023265
13,7.04,40.0,-1.0,0.3082535079826529
14,15.04,10.0,1.0,0.3257392260172986
15,15.04,35.0,1.0,0.2681506164141943
16,0.15999999999999998,20.0,-1.0,0.28765549536036095
17,14.08,11.0,1.0,0.37814162917081307
18,14.08,20.0,1.0,0.2546546390551501
19,13.12,9.0,-1.0,0.3210920110128433
20,6.08,43.0,-1.0,0.3275524646957799
21,1.1199999999999999,10.0,-1.0,0.2840698329660084
22,5.12,29.0,-1.0,0.3815423767192344
23,1.1199999999999999,10.0,-1.0,0.2676343659636939
24,10.08,48.0,-1.0,0.3063220823008964
25,15.04,27.0,1.0,0.2617771019044398
26,9.12,18.0,1.0,0.23558868416957215
27,1.1199999999999999,10.0,-1.0,0.2479180220053935
28,5.12,29.0,-1.0,0.2579366019143253
29,0.15999999999999998,28.0,-1.0,0.2155310072999628
30,14.08,11.0,1.0,0.20429953492385858
31,14.08,28.0,1.0,0.2500074679938822
32,0.15999999999999998,44.0,-1.0,0.21772737680297266
33,15.04,58.0,1.0,0.22980299816582403
34,0.14999999999999997,8.0,-1.0,0.22938928225469396
35,10.08,3.0,-1.0,0.22607096276190936
36,15.04,19.0,1.0,0.18596646485210264
37,1.1199999999999999,20.0,-1.0,0.18116358091093696
38,13.12,35.0,1.0,0.1970876742617602
39,14.08,9.0,-1.0,0.17561297100946266
40,1.1199999999999999,10.0,-1.0,0.22978800559261847
41,6.08,18.0,1.0,0.23360167493168651
42,15.04,36.0,1.0,0.18983613423383805
43,15.04,49.0,1.0,0.21096459489653904
44,2.08,40.0,-1.0,0.19471844591807902
45,5.12,29.0,-1.0,0.19674573348994187
46,4.16,2.0,-1.0,0.20586128409539423
47,13.12,34.0,1.0,0.2257375085321453
48,7.04,33.0,-1.0,0.16235022306508487
49,6.08,17.0,1.0,0.16656370410610616
50,0.15999999999999998,17.0,-1.0,0.19062759305612337
51,14.08,18.0,1.0,0.21956757929830362
52,14.08,3.0,-1.0,0.15939804051622847
53,1.1199999999999999,17.0,-1.0,0.21969758797648292
54,4.16,52.0,-1.0,0.17448370951517683
55,0.15999999999999998,60.0,1.0,0.19185509157660208
56,13.12,26.0,1.0,0.18775332776221856
57,0.15999999999999998,24.0,1.0,0.1694938491415349
58,4.16,19.0,1.0,0.16219525851658634
59,3.04,51.0,-1.0,0.21340687116048393
