,Threshold,Feature,Direction,Alpha
0,101.0,0.0,1.0,1.1218406639293188
1,19.0,13.0,-1.0,1.8257700817061084
2,81.0,4.0,1.0,0.5249114664755717
3,62.0,8.0,1.0,0.5246176359373093
4,100.0,3.0,1.0,0.42556326272400985
5,92.0,3.0,1.0,0.5006101324163811
6,95.0,12.0,1.0,0.7171411698872977
7,26.0,14.0,-1.0,0.43198838949266083
8,28.0,0.0,-1.0,0.6129547412885963
9,53.0,6.0,1.0,0.3448822940339878
10,100.0,10.0,1.0,0.43940433345475416
11,57.0,9.0,-1.0,0.3805784541118881
12,100.0,8.0,1.0,0.42281515653828483
13,53.0,14.0,-1.0,0.4785560744075209
14,100.0,4.0,1.0,0.4790275061339722
15,100.0,12.0,1.0,0.37311389961873315
16,54.0,4.0,1.0,0.6163234301290433
17,62.0,10.0,1.0,0.30674833813499386
18,43.0,2.0,-1.0,0.3625163844462556
19,47.0,12.0,-1.0,0.3320730506787026
20,78.0,7.0,-1.0,0.26195529812841517
21,93.0,6.0,1.0,0.2702008985772186
22,57.0,10.0,1.0,0.347657672596815
23,101.0,0.0,1.0,0.26258236376285665
24,91.0,3.0,1.0,0.28643169457624673
25,100.0,12.0,1.0,0.25761706205431306
26,30.0,9.0,1.0,0.3047426539257284
27,100.0,10.0,1.0,0.24007861781964723
28,1.0,14.0,-1.0,0.2365933225404311
29,13.0,0.0,-1.0,0.31656715317294964
30,91.0,8.0,1.0,0.2483397093271756
31,67.0,0.0,-1.0,0.3491290740906804
32,101.0,0.0,1.0,0.23318734489394705
33,84.0,7.0,-1.0,0.26309683537191814
34,1.0,13.0,-1.0,0.21336090526409926
35,1.0,15.0,-1.0,0.27805114690645344
36,61.0,9.0,-1.0,0.24132376897380836
37,101.0,0.0,1.0,0.31630491337045646
38,17.0,14.0,-1.0,0.28708273724692723
39,67.0,7.0,-1.0,0.21443022010890891
40,92.0,6.0,1.0,0.23396999026084134
41,60.0,4.0,1.0,0.280879902316504
42,11.0,2.0,-1.0,0.23698155653608854
43,53.0,14.0,-1.0,0.2370563182275354
44,66.0,0.0,-1.0,0.2152012324612275
45,101.0,0.0,1.0,0.33794965346389955
46,47.0,7.0,1.0,0.2341613114226785
47,62.0,7.0,-1.0,0.20709534082793893
48,89.0,1.0,-1.0,0.19347490248703123
49,22.0,13.0,-1.0,0.17569682453012833
50,101.0,0.0,1.0,0.3201151731249256
51,45.0,4.0,1.0,0.21220575369412406
52,100.0,8.0,1.0,0.20704710827977993
53,78.0,1.0,1.0,0.20009917712955355
54,37.0,0.0,-1.0,0.17845165476993177
55,1.0,13.0,-1.0,0.22534262414566836
56,33.0,11.0,1.0,0.2215786609724615
57,91.0,3.0,1.0,0.18398326660835188
58,100.0,4.0,1.0,0.21562588116925735
59,19.0,2.0,-1.0,0.1661063989515313
