,Threshold,Feature,Direction,Alpha
0,101.0,0.0,1.0,1.0762164095667415
1,47.0,14.0,1.0,1.6411390828539103
2,14.0,13.0,-1.0,0.8490672802652903
3,5.0,15.0,-1.0,0.6318744846531786
4,35.0,8.0,-1.0,0.6528953432657792
5,92.0,3.0,1.0,0.6671407735208027
6,74.0,6.0,1.0,0.4992352532925139
7,1.0,8.0,-1.0,0.45599485785829896
8,22.0,13.0,-1.0,0.5634970239833703
9,1.0,0.0,-1.0,0.42742710510970977
10,44.0,8.0,-1.0,0.5223469736147313
11,66.0,6.0,1.0,0.3715194144905775
12,27.0,10.0,-1.0,0.37170716203899856
13,77.0,1.0,1.0,0.351804793555235
14,21.0,8.0,-1.0,0.496388066763988
15,40.0,11.0,-1.0,0.5184577784731021
16,1.0,15.0,-1.0,0.40551330245297834
17,69.0,2.0,-1.0,0.28925226459924036
18,101.0,0.0,1.0,0.370405375487409
19,24.0,15.0,-1.0,0.38578232466851947
20,32.0,2.0,-1.0,0.34894382625408144
21,1.0,10.0,-1.0,0.40740584554114345
22,99.0,14.0,1.0,0.3075189965078678
23,87.0,4.0,1.0,0.41825822074977614
24,6.0,13.0,1.0,0.2980838877739888
25,92.0,4.0,1.0,0.297513069555723
26,88.0,3.0,1.0,0.34199252357012405
27,41.0,2.0,-1.0,0.368975551472454
28,94.0,8.0,1.0,0.28826119057976146
29,22.0,13.0,-1.0,0.41434193028356425
30,32.0,7.0,-1.0,0.3173869664190173
31,1.0,13.0,-1.0,0.26911953162705343
32,64.0,14.0,1.0,0.36021206903007275
33,10.0,9.0,1.0,0.2671045401514893
34,48.0,7.0,-1.0,0.3859440832334212
35,99.0,5.0,1.0,0.34638210906403893
36,88.0,3.0,1.0,0.2613361992899171
37,56.0,12.0,1.0,0.318907969415865
38,9.0,8.0,-1.0,0.2612441119112162
39,28.0,13.0,-1.0,0.3846532882730484
40,90.0,6.0,1.0,0.2513185041474776
41,38.0,10.0,-1.0,0.2775569901013892
42,65.0,6.0,1.0,0.23307262621020755
43,95.0,3.0,1.0,0.25296986991707854
44,94.0,8.0,1.0,0.375187940057374
45,6.0,9.0,1.0,0.23727030474215552
46,24.0,15.0,-1.0,0.3465649687474463
47,28.0,8.0,-1.0,0.4302631943277617
48,45.0,6.0,1.0,0.2623149029926234
49,101.0,0.0,1.0,0.36460765781669363
50,53.0,7.0,-1.0,0.26558723352237845
51,6.0,9.0,1.0,0.2637242246328667
52,88.0,3.0,1.0,0.23614939964519582
53,64.0,1.0,-1.0,0.36637933374527215
54,5.0,13.0,1.0,0.263726009553287
55,38.0,10.0,-1.0,0.19966440590153148
56,100.0,6.0,1.0,0.2490452256139202
57,59.0,1.0,-1.0,0.2333897067502001
58,40.0,11.0,-1.0,0.40261807693503204
59,78.0,5.0,-1.0,0.24502190906792967
