,Threshold,Feature,Direction,Alpha
0,8.000000000000002,55.0,1.0,1.0916737558133338
1,3.04,41.0,-1.0,0.6966401214561851
2,2.08,25.0,-1.0,0.781428661361498
3,2.08,17.0,-1.0,0.5142445798101516
4,12.16,51.0,1.0,0.5172507093397981
5,1.0499999999999998,8.0,1.0,0.4456180040237454
6,1.1199999999999999,40.0,-1.0,0.393022864135044
7,11.04,44.0,1.0,0.4486273983427506
8,1.1199999999999999,29.0,-1.0,0.46086673068438216
9,13.12,43.0,1.0,0.39035840465880245
10,8.16,17.0,-1.0,0.411436246725351
11,6.08,44.0,1.0,0.4467457422440029
12,3.04,18.0,-1.0,0.26500172488232104
13,6.08,41.0,-1.0,0.2786068857748563
14,2.08,28.0,-1.0,0.33075612918163183
15,14.08,12.0,1.0,0.3368412394286245
16,12.16,25.0,-1.0,0.29438033633980737
17,3.04,44.0,1.0,0.2713361665700051
18,15.04,13.0,1.0,0.2766579141039005
19,2.08,29.0,-1.0,0.3243508487284683
20,6.11,14.0,1.0,0.23270557795946578
21,6.08,40.0,-1.0,0.28783756370606334
22,15.04,34.0,1.0,0.22804660780124414
23,8.16,41.0,-1.0,0.2330622553263828
24,12.16,56.0,1.0,0.26052206290956015
25,8.16,43.0,1.0,0.22732945136276445
26,0.15999999999999998,25.0,-1.0,0.2520677764674842
27,9.12,28.0,-1.0,0.25433673996457506
28,0.15999999999999998,44.0,1.0,0.2231872754514052
29,15.04,13.0,1.0,0.26016939462268834
30,4.16,20.0,1.0,0.2800588195250418
31,1.1199999999999999,60.0,-1.0,0.21567865234597758
32,0.15999999999999998,12.0,-1.0,0.22537919050193078
33,13.12,58.0,1.0,0.224909174384864
34,11.04,17.0,-1.0,0.23454630430608314
35,14.08,3.0,1.0,0.22350545874719696
36,10.08,26.0,1.0,0.19744785592159791
37,7.04,18.0,-1.0,0.1964660123231975
38,10.08,44.0,1.0,0.21975113337447696
39,3.04,40.0,-1.0,0.25296252007585934
40,13.12,50.0,1.0,0.21388411104509553
41,8.16,28.0,-1.0,0.2032947146463612
42,15.04,27.0,1.0,0.2279821508216813
43,7.04,41.0,-1.0,0.1858796930111416
44,1.1199999999999999,11.0,-1.0,0.22272307302791478
45,10.08,11.0,1.0,0.26220092438761833
46,5.12,50.0,-1.0,0.18149966736000347
47,7.04,33.0,-1.0,0.18992011769180447
48,1.1199999999999999,17.0,-1.0,0.2045198753663401
49,9.12,9.0,1.0,0.21807758099958807
50,0.15999999999999998,3.0,-1.0,0.22050612065106046
51,8.16,41.0,-1.0,0.22630041154289374
52,15.04,12.0,1.0,0.18906547396569343
53,14.08,28.0,-1.0,0.1930880243561083
54,6.11,14.0,1.0,0.21078001173401828
55,0.15999999999999998,44.0,1.0,0.22169228417542924
56,7.04,25.0,-1.0,0.21616612581351224
57,3.04,36.0,-1.0,0.19234374053866438
58,8.16,43.0,1.0,0.2046673129588834
59,10.08,44.0,1.0,0.17606345171257134
