,Threshold,Feature,Direction,Alpha
0,25.0,6.0,-1.0,1.2469564048089015
1,12.0,9.0,-1.0,1.126242332429903
2,5.0,14.0,-1.0,1.0250050900213539
3,71.0,0.0,1.0,0.8775858416143656
4,1.0,11.0,-1.0,0.6937796012931038
5,98.0,1.0,1.0,0.9383829439947522
6,42.0,14.0,-1.0,0.6256367704899677
7,44.0,8.0,-1.0,0.6709271171974357
8,92.0,10.0,1.0,0.8448473523234039
9,17.0,11.0,-1.0,0.5796858472871964
10,77.0,11.0,1.0,0.5652190262521137
11,62.0,15.0,-1.0,0.8837464934885725
12,12.0,9.0,-1.0,0.7684430606386441
13,78.0,0.0,1.0,0.823785762070532
14,26.0,7.0,-1.0,0.8180785383070102
15,32.0,13.0,-1.0,0.5053897580285546
16,28.0,7.0,-1.0,0.5500512723092572
17,5.0,11.0,-1.0,0.7245897002827647
18,13.0,6.0,-1.0,0.49728473688398117
19,42.0,14.0,-1.0,0.6056361520200098
20,93.0,8.0,1.0,0.5100151360990225
21,39.0,11.0,-1.0,0.5690563386984293
22,100.0,1.0,1.0,0.5543432001836092
23,7.0,8.0,-1.0,0.5174905304719692
24,18.0,9.0,-1.0,0.429448140126967
25,29.0,14.0,-1.0,0.4612652740888834
26,1.0,6.0,-1.0,0.489140900596928
27,50.0,12.0,-1.0,0.47244180975580957
28,34.0,6.0,-1.0,0.6089886009309213
29,73.0,2.0,1.0,0.4466236207415667
30,72.0,5.0,-1.0,0.4923306792838822
31,44.0,13.0,-1.0,0.4170566329502445
32,93.0,8.0,1.0,0.4766733090755867
33,39.0,0.0,1.0,0.46750296236445377
34,7.0,8.0,-1.0,0.37190769613642305
35,56.0,4.0,-1.0,0.520850518641193
36,100.0,2.0,1.0,0.5167140184115838
37,27.0,9.0,-1.0,0.5532802511248776
38,34.0,14.0,-1.0,0.4028973170500657
39,75.0,3.0,-1.0,0.49973056244711495
40,39.0,11.0,-1.0,0.43010862881962203
41,51.0,0.0,1.0,0.4983980822947669
42,101.0,0.0,1.0,0.5656932420151476
43,56.0,15.0,-1.0,0.5023608432294179
44,18.0,9.0,-1.0,0.4285201138526538
45,17.0,2.0,-1.0,0.5108179427525243
46,62.0,15.0,-1.0,0.4006571937706241
47,101.0,0.0,1.0,0.3941673401166866
48,27.0,9.0,-1.0,0.45576110609545595
49,18.0,6.0,-1.0,0.39535974442102484
50,74.0,2.0,1.0,0.3965412139520575
51,100.0,15.0,1.0,0.5267074765341773
52,53.0,14.0,-1.0,0.882448447560153
53,96.0,1.0,1.0,0.45769510943492925
54,2.0,9.0,-1.0,0.40810367219739896
55,5.0,11.0,-1.0,0.4380552075166299
56,42.0,6.0,-1.0,0.4360876591802224
57,18.0,9.0,-1.0,0.3531453585823712
58,99.0,0.0,1.0,0.4721482455194882
59,95.0,10.0,1.0,0.36724313413710974
