,Threshold,Feature,Direction,Alpha
0,58.0,1.0,-1.0,1.241369900851455
1,29.0,13.0,-1.0,1.39438819293688
2,81.0,1.0,-1.0,0.7246154709717569
3,16.0,15.0,-1.0,0.6538395491511386
4,91.0,9.0,1.0,0.703009363061324
5,17.0,12.0,-1.0,0.5190113071503428
6,68.0,5.0,1.0,0.5887775486389079
7,98.0,3.0,-1.0,0.413024060860243
8,1.0,0.0,-1.0,0.35784988194826994
9,51.0,12.0,-1.0,0.39727249647031027
10,94.0,6.0,-1.0,0.3554055325681988
11,99.0,6.0,1.0,0.44727677687612594
12,5.0,13.0,1.0,0.2798442464380201
13,17.0,9.0,-1.0,0.27130331211602243
14,11.0,15.0,-1.0,0.28762195881329466
15,9.0,9.0,-1.0,0.3113008308191965
16,48.0,7.0,1.0,0.36463958771185984
17,1.0,9.0,-1.0,0.28241005336654695
18,13.0,8.0,1.0,0.23713020679991742
19,86.0,3.0,-1.0,0.24323495778906715
20,71.0,5.0,1.0,0.24479646055914306
21,95.0,14.0,1.0,0.30601835928729954
22,93.0,9.0,1.0,0.41677429301769386
23,24.0,15.0,-1.0,0.3957701446922859
24,62.0,2.0,1.0,0.2669852143407689
25,30.0,11.0,1.0,0.2376400782729283
26,51.0,11.0,-1.0,0.24400739407489883
27,6.0,13.0,-1.0,0.23509903817114086
28,14.0,13.0,1.0,0.23940645367449156
29,9.0,11.0,-1.0,0.23128720391093008
30,29.0,11.0,1.0,0.2184227235213794
31,56.0,9.0,-1.0,0.2139537632868571
32,24.0,0.0,-1.0,0.23399857302447222
33,15.0,9.0,-1.0,0.20479483743723736
34,67.0,7.0,1.0,0.3111269858142882
35,11.0,15.0,-1.0,0.22642025686608383
36,30.0,12.0,-1.0,0.251100871785602
37,34.0,9.0,-1.0,0.20262616041048181
38,13.0,8.0,1.0,0.22054992961282296
39,98.0,3.0,-1.0,0.18626177046668846
40,17.0,9.0,-1.0,0.20074310761831093
41,45.0,0.0,-1.0,0.1788174113957288
42,100.0,0.0,1.0,0.23304811827959496
43,24.0,15.0,-1.0,0.23586107231930223
44,64.0,2.0,1.0,0.20126306456535437
45,48.0,7.0,1.0,0.18232900940502453
46,87.0,5.0,-1.0,0.21525688563330087
47,6.0,13.0,-1.0,0.18052430458621999
48,23.0,11.0,1.0,0.22360363516117118
49,49.0,14.0,1.0,0.2131037858736398
50,77.0,1.0,-1.0,0.17612380105400477
51,91.0,6.0,-1.0,0.17761595122672982
52,89.0,6.0,1.0,0.29313340372092805
53,20.0,9.0,-1.0,0.18711766278050604
54,48.0,7.0,1.0,0.274476980430447
55,52.0,4.0,-1.0,0.20018023873097113
56,77.0,9.0,-1.0,0.17288134327529084
57,1.0,9.0,-1.0,0.2256007527471836
58,19.0,14.0,1.0,0.17949266109433962
59,61.0,14.0,-1.0,0.2573595402207615
